Respondent ID,Start Date,Race,Gender,Age,EducationLevel,EmploymentType,ExperienceLevel,JobTitle,SeniorityLevel,Promotions,Industry,BusinessType,CompanySize,JobPerformance,IsCompensation,IsGrowth,IsDecisions,IsCompanyBenefits,IsGrowthOpportunities
11480481197,04/06/2020 16:26,White,Female,25-34,Bachelor's Degree,Part Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11480482512,04/06/2020 16:26,White,Female,45-54,Associate's Degree,Full Time Employee,Ten years or more,Registered Respiratory Therapist,Senior level,Never been promoted,Healthcare & Pharmaceuticals,Government,"1,000 to 10,000 Employees",Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree
11480879848,04/06/2020 18:44,Black or African American,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11481197184,04/06/2020 20:40,White,female,18-24,Some College,Full Time Employee,Less than one year,Consumer Specialist,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,Government,Less than 50 Employees,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11481298745,04/06/2020 21:16,Black or African American,Female,35-44,Master's Degree or Higher,Full Time Employee,Less than one year,Economic Development Specialist,Mid level,Never been promoted,Government,Government,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree
11481825690,04/07/2020 1:08,Black or African American,Female,35-44,Some College,Full Time Employee,Ten years or more,Compliance Investigator,Mid level,Within 12 Months,Finance & Financial Services,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11483160963,04/07/2020 13:14,White,Male,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Chief Technology Officer,"C Suite (CEO, CFO, COO, CTO, CSO)",Never been promoted,Government,Government,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat disagree,Agree,Agree
11484906123,04/07/2020 23:21,White,female,18-24,High School Diploma/GED,Part Time Employee,Less than one year,art studio assistant/ intern,Entry level,Never been promoted,Entertainment & Leisure,For Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree
11485460652,04/08/2020 3:42,White,Female,55-64,Bachelor's Degree,Full Time Employee,Less than one year,Operations specialist,Entry level,Never been promoted,"Telecommunications, Technology, Internet & Electronics",For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Agree
11486480185,04/08/2020 12:48,Multiracial or Multiethnic,female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Managing Director,"C Suite (CEO, CFO, COO, CTO, CSO)",Never been promoted,Government,Non Profit,Less than 50 Employees,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree
11487174870,04/08/2020 16:33,White,Male,45-54,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,Partner and CTO,"C Suite (CEO, CFO, COO, CTO, CSO)",Never been promoted,Information Technology and Services,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11487702121,04/08/2020 19:32,White,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Devops Engineer,Mid level,Within 12 Months,"Telecommunications, Technology, Internet & Electronics",For Profit,50 to 250 Employees,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree
11487981801,04/08/2020 21:16,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Search Engineer,Mid level,Never been promoted,Information Technology and Services,For Profit,"250 to 1,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree
11488220188,04/08/2020 23:01,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11490157797,04/09/2020 14:47,White,female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Sr Project Manager,Mid level,Within 12 Months,Healthcare & Pharmaceuticals,For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11490304931,04/09/2020 15:32,White,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Customer Success Associate,Mid level,Never been promoted,Finance & Financial Services,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
11490334231,04/09/2020 15:41,White,Male,45-54,Some College,Full Time Employee,One to five years,Senior Web Developer,Senior level,Never been promoted,"Telecommunications, Technology, Internet & Electronics",For Profit,Less than 50 Employees,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree
11490359033,04/09/2020 15:48,White,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Engineering Manager,Senior level,Within 12 Months,Information Technology and Services,For Profit,"250 to 1,000 Employees",Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11490385339,04/09/2020 15:57,White,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,One to five years,Partner,"C Suite (CEO, CFO, COO, CTO, CSO)",Never been promoted,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11492279081,04/10/2020 6:19,Prefer not to say,Male,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Senior Software Engineer,Senior level,Never been promoted,Information Technology and Services,For Profit,50 to 250 Employees,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
11494206718,04/10/2020 21:18,White,Female,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Teacher,Senior level,Never been promoted,Education,,"1,000 to 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
11496407885,04/12/2020 2:26,White,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Instructor,Mid level,Never been promoted,Education,Government,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11496907320,04/12/2020 12:39,White,Male,18-24,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11496996656,04/12/2020 14:09,White,Male,18-24,Some College,Full Time Employee,One to five years,Head Dog Trainer,Mid level,Within 12 Months,Retail & Consumer Durables,For Profit,"More than 10,000 Employees",Somewhat disagree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Agree
11497323211,04/12/2020 19:12,Black or African American,Female,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Senior Accountant,Senior level,Within 12 Months,Government,Government,"More than 10,000 Employees",Strongly agree,Agree,Agree,Agree,Agree,Agree
11498656435,4/13/2020 12:43,Black or African American,Male,Under 18,Some High School,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11498708783,4/13/2020 13:05,Black or African American,Male,25-34,Some College,Full Time Employee,One to five years,Instructional Coach,Mid level,Prefer not to answer,Education,Non Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11498755070,4/13/2020 13:23,Black or African American,Female,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,Hairstylist,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11499362462,4/13/2020 16:41,Black or African American,Male,45-54,Some College,Full Time Employee,Ten years or more,Banker,Mid level,In the last 1 to 5 years,Finance & Financial Services,For Profit,"More than 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree
11499520427,4/13/2020 17:37,Black or African American,Female,25-34,Master's Degree or Higher,Full Time Employee,Ten years or more,"Senior, Technical Media Producer",Senior level,Within 12 Months,"Telecommunications, Technology, Internet & Electronics",For Profit,50 to 250 Employees,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree
11500085906,4/13/2020 21:02,Black or African American,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Recruiter,Mid level,In the last 1 to 5 years,"Telecommunications, Technology, Internet & Electronics",For Profit,"More than 10,000 Employees",Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree
11500282496,4/13/2020 22:28,Black or African American,Female,45-54,Master's Degree or Higher,Full Time Employee,One to five years,Director of Behavioral Health,Senior level,In the last 1 to 5 years,Social/Public Services,Non Profit,50 to 250 Employees,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree
11503141908,4/14/2020 18:41,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Assistant Manager,Mid level,Multiple Promotions,Retail & Consumer Durables,For Profit,"More than 10,000 Employees",Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Strongly agree
11503142571,4/14/2020 18:42,Black or African American,Female,35-44,Some College,Full Time Employee,One to five years,PIP CLAIMS ADJUSTER,Entry level,Never been promoted,Insurance,For Profit,"1,000 to 10,000 Employees",Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree
11513044509,4/17/2020 14:19,Black or African American,Female,35-44,Some College,Full Time Employee,Five to ten years,Claims associate,Mid level,In the last 1 to 5 years,Insurance,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree
11513316125,4/17/2020 15:36,Black or African American,Female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Clinical Educator,Mid level,In the last 1 to 5 years,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11513667301,4/17/2020 17:19,Black or African American,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Benefits authorizer,Mid level,Never been promoted,Government,Government,"More than 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11513750307,4/17/2020 17:47,White,Male,45-54,High School Diploma/GED,Part Time Employee,One to five years,Prepper,Senior level,Never been promoted,Food & Beverages,For Profit,Less than 50 Employees,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11513936581,4/17/2020 18:46,Hispanic or Latino,Male,25-34,Associate's Degree,Full Time Employee,One to five years,Respiratory therapist,Entry level,Within 12 Months,Healthcare & Pharmaceuticals,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11514441146,4/17/2020 21:43,White,Female,18-24,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11518237980,4/19/2020 22:39,White,Female,25-34,Some High School,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11519913853,4/20/2020 13:54,Black or African American,Female,55-64,Associate's Degree,Full Time Employee,One to five years,Closing Agent Maintenance Specialist,Mid level,Never been promoted,Mortgage Services,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11519973856,4/20/2020 14:12,White,Male,45-54,Master's Degree or Higher,Self Employed/Entrepreneur,Ten years or more,Partner,Owner,,Legal Services,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11520059698,4/20/2020 14:36,White,Female,45-54,Bachelor's Degree,Full Time Employee,Five to ten years,Nursery Director,Mid level,Never been promoted,Nonprofit,Non Profit,"250 to 1,000 Employees",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Declined to Answer
11520072159,4/20/2020 14:40,White,Female,25-34,Some College,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520219102,4/20/2020 15:22,Black or African American,Female,55-64,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520500574,4/20/2020 16:40,Black or African American,Female,35-44,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520502263,4/20/2020 16:41,White,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Software Dev,Mid level,Within 12 Months,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11520517532,4/20/2020 16:46,White,Male,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,AVP,Mid level,Multiple Promotions,Insurance,For Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree
11520848574,4/20/2020 18:15,Black or African American,Female,35-44,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11521644734,4/20/2020 22:23,White,Female,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Nursery Director,Mid level,Never been promoted,Nonprofit,Non Profit,50 to 250 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11521691640,4/20/2020 22:40,White,Male,55-64,Associate's Degree,Full Time Employee,Ten years or more,Steel Detailer,Senior level,Within 12 Months,"Construction, Machinery, and Homes",For Profit,Less than 50 Employees,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree
11521695240,4/20/2020 22:42,Prefer not to say,Female,45-54,Some College,Part Time Employee,Five to ten years,Event manager,Mid level,In the last 1 to 5 years,Social/Public Services,Non Profit,Less than 50 Employees,Disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Disagree
11521865889,4/20/2020 23:43,White,Female,18-24,Some College,Short Term Contract Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11521976824,4/21/2020 0:30,Prefer not to say,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,One to five years,Data entry,Entry level,Prefer not to answer,Food & Beverages,For Profit,Less than 50 Employees,Strongly agree,Declined to Answer,Agree,Neither agree nor disagree,Declined to Answer,Declined to Answer
11522262326,4/21/2020 2:56,White,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,University Recruiter,Mid level,Within 12 Months,Finance & Financial Services,For Profit,"More than 10,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Strongly agree
11522295831,4/21/2020 3:16,White,F,35-44,Some College,Self Employed/Entrepreneur,Five to ten years,CEO,"C Suite (CEO, CFO, COO, CTO, CSO)",Multiple Promotions,Information Technology and Services,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11522426288,4/21/2020 4:40,White,Female,25-34,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11522429018,4/21/2020 4:42,White,Male,65+,Some College,Short Term Contract Employee,One to five years,Maintneance,Senior level,More than 5 years,Pulp Industry,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree
11522617323,4/21/2020 6:46,Hispanic or Latino,F,25-34,Bachelor's Degree,Part Time Employee,Five to ten years,Part time,Entry level,Never been promoted,Education,Non Profit,Less than 50 Employees,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
11523588583,4/21/2020 13:43,Prefer not to say,Male,25-34,Bachelor's Degree,Self Employed/Entrepreneur,One to five years,Owner,"C Suite (CEO, CFO, COO, CTO, CSO)",Never been promoted,Analytics Consulting,For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11523651620,4/21/2020 14:02,White,Female,35-44,Associate's Degree,Full Time Employee,One to five years,Director of Recruiting,Senior level,In the last 1 to 5 years,"Telecommunications, Technology, Internet & Electronics",For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11523730380,4/21/2020 14:24,Multiracial or Multiethnic,F,25-34,Master's Degree or Higher,Self Employed/Entrepreneur,Less than one year,Community Educator,Entry level,Prefer not to answer,Education,For Profit,Less than 50 Employees,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Declined to Answer
11524569349,4/21/2020 18:10,White,Femail,45-54,Master's Degree or Higher,Full Time Employee,Ten years or more,School Media Specialist / Librarian,Mid level,Never been promoted,Education,Non Profit,"1,000 to 10,000 Employees",Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11525731983,4/22/2020 1:02,White,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Product manager,Mid level,Never been promoted,"Telecommunications, Technology, Internet & Electronics",For Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Disagree,Agree,Somewhat agree
11526400319,4/22/2020 7:24,White,Male,55-64,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,Business Owner,Business Owner,Prefer not to answer,Internet,For Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
11530927401,4/23/2020 12:21,Black or African American,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Web Developer,Mid level,Never been promoted,Manufacturing,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat agree
11531874158,4/23/2020 16:47,White,Male,45-54,Some College,Full Time Employee,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11542009435,4/27/2020 12:47,White,Male,45-54,Bachelor's Degree,Full Time Employee,One to five years,Declined to Answer,Entry level,Never been promoted,Food & Beverages,For Profit,"1,000 to 10,000 Employees",Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Somewhat agree,Disagree
11566377582,05/04/2020 22:52,,,,,Unemployed,Declined to Answer,Declined to Answer,,,,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
